Symbol,Sector,PE_Ratio
JJSE,Industrials,-133.999390
WXAH,Consumer Staples,85.633018
OJGT,Consumer Discretionary,462.647888
WNPB,Consumer Staples,-489.059784
YKJD,Information Technology,439.992157
HYWX,Utilities,86.164101
LVZF,Consumer Discretionary,-17.043581
GFKN,Real Estate,-195.290359
SXEG,Information Technology,410.960419
STYP,Consumer Discretionary,20.254463
YQZZ,Utilities,-90.764000
PDAC,Financials,42.771935
IOEY,Real Estate,-67.678581
WKMT,Energy,44.552322
JNGX,Real Estate,-498.805420
ANLH,Financials,-277.994781
JNLD,Financials,-211.747696
TDGV,Information Technology,-441.812775
RQAV,Utilities,-217.639511
PKDX,Consumer Staples,-44.511124
ZQAM,Industrials,122.099213
GPGY,Energy,-129.153107
RCWO,Industrials,79.497208
VENC,Utilities,368.302948
FAVG,Consumer Staples,-346.116821
MGLY,Telecommunication Services,46.688438
FGZP,Health Care,-281.271423
OBUL,Industrials,344.049377
ZYZD,Consumer Discretionary,-493.686371
ONAT,Energy,484.002747
UTRH,Health Care,-180.776215
RKWG,Financials,431.667297
BBIA,Telecommunication Services,25.270210
HZQE,Consumer Staples,-418.288727
WHRH,Telecommunication Services,67.836937
GIWD,Information Technology,5.864864
BYRP,Health Care,-486.709473
GRTU,Health Care,-105.664574
NOIB,Telecommunication Services,-244.984192
EWAZ,Financials,-90.769707
PLUO,Health Care,216.422562
MWIJ,Consumer Staples,-55.119724
ZPLE,Industrials,-388.176941
GKUQ,Consumer Staples,436.537079
EDJG,Real Estate,-274.383209
LSGN,Financials,-268.877319
UVNG,Consumer Discretionary,30.022980
KMDV,Financials,471.654297
NLUC,Financials,-250.548569
LZFP,Energy,218.665024
FSKW,Financials,58.507919
XQSA,Utilities,-493.614807
EONY,Information Technology,-243.169769
ZMZG,Financials,227.741959
YGAY,Consumer Discretionary,247.148560
ZFCC,Telecommunication Services,-351.443207
ARQL,Health Care,402.029358
ZFLH,Information Technology,-204.898407
YSQN,Consumer Staples,-357.823608
LGNO,Utilities,126.345345
LEBV,Information Technology,-177.240509
NLIM,Real Estate,395.728149
VFVE,Real Estate,255.535141
SEHG,Financials,488.947174
QGKT,Energy,-329.984436
EGTP,Energy,-177.702316
ZNYY,Information Technology,231.617355
SZGA,Financials,-380.257874
TYFF,Information Technology,-24.839899
MDHO,Health Care,56.067661
VHJT,Telecommunication Services,-55.059814
OVYM,Consumer Discretionary,-272.399841
ZMWA,Real Estate,-362.312012
IAUO,Financials,-421.964630
VBRE,Health Care,-195.655014
SULR,Telecommunication Services,154.476639
KAME,Information Technology,294.720184
DEPH,Consumer Staples,-109.143318
TGCZ,Health Care,-332.958923
HMXD,Information Technology,464.948273
UHUU,Financials,-370.699463
REAJ,Consumer Discretionary,-499.970673
AOMS,Utilities,-244.178314
PSWJ,Financials,320.010498
FCQM,Utilities,5.165197
RTKD,Consumer Staples,23.213476
AVLS,Telecommunication Services,-473.587982
PKEJ,Energy,-62.695946
GORM,Health Care,-69.157692
FJPJ,Information Technology,269.169891
AGQJ,Financials,-213.993713
OVEO,Information Technology,-221.568161
PDHO,Telecommunication Services,316.248474
UJLU,Utilities,372.669250
ADEI,Utilities,-245.732712
SOZB,Financials,-379.722260
GXHD,Consumer Staples,-87.540329
VFYO,Industrials,-162.072052
BAHE,Consumer Staples,-273.673431
LBDC,Consumer Discretionary,270.784363
OGRT,Energy,-378.667297
UELG,Consumer Staples,-13.270303
UNHI,Industrials,-281.215424
JWWW,Consumer Staples,251.911957
WWJF,Information Technology,1.794611
VGDM,Energy,226.686966
XAOL,Health Care,-213.289688
KTGZ,Consumer Staples,-262.793793
FLEW,Energy,-423.618866
DKZN,Financials,452.276459
DUOL,Information Technology,60.358379
IESE,Health Care,-130.649826
QFQW,Consumer Staples,-234.367783
FEOC,Consumer Staples,-429.524353
VUWY,Information Technology,204.414841
TEGN,Real Estate,73.231270
VEBV,Real Estate,372.800476
OTTR,Telecommunication Services,47.447495
RQNL,Telecommunication Services,-179.983826
RTKB,Financials,-389.820648
WFDH,Health Care,-398.207153
QBBZ,Financials,51.593983
DNPI,Industrials,-302.121124
MGZR,Energy,499.231567
EURW,Consumer Discretionary,-223.409409
BFTG,Financials,-305.043121
QICT,Utilities,-474.536835
LUXT,Consumer Staples,298.920105
CXJV,Utilities,-198.660995
BQPF,Real Estate,379.408875
BDZC,Telecommunication Services,-359.074860
VFBG,Information Technology,126.507736
JAGD,Real Estate,-390.294678
CBHM,Consumer Discretionary,396.687073
WTDW,Industrials,328.651184
PWYG,Energy,161.044098
CQOY,Industrials,-411.914520
XWOG,Telecommunication Services,-215.928253
UYLI,Telecommunication Services,-206.919312
ZHSM,Real Estate,123.565598
LEHX,Energy,-372.189636
UNNT,Energy,-461.684418
LNDA,Energy,89.564072
VNJS,Telecommunication Services,-39.139774
MWCV,Telecommunication Services,355.820557
LYFR,Telecommunication Services,30.538836
UYDA,Consumer Staples,98.457016
BDUX,Consumer Staples,190.272781
CROE,Energy,379.475525
EZXQ,Consumer Discretionary,-296.255707
TTMV,Financials,-444.028412
BNSJ,Information Technology,251.671799
KTUZ,Health Care,452.031708
SQIS,Industrials,303.075043
CQHW,Health Care,-137.323715
HQDN,Real Estate,495.367371
GYBK,Energy,-347.127594
YXJP,Health Care,255.135345
DURV,Utilities,219.551071
PJYK,Financials,405.767609
QORO,Energy,320.898651
KIHW,Health Care,-36.392071
GMPC,Energy,-331.014313
FRRI,Information Technology,212.886139
QNZW,Real Estate,-192.629074
FLUU,Telecommunication Services,-57.416698
DOXF,Energy,462.239014
TNFF,Industrials,478.328339
ORXV,Telecommunication Services,409.710114
EYDJ,Energy,-81.878540
RLSH,Real Estate,462.597565
TQJI,Utilities,-374.826630
IGIA,Real Estate,-271.771271
MFCK,Information Technology,-90.106171
XYZW,Financials,404.404541
YSIW,Telecommunication Services,-202.406815
XCVH,Industrials,-491.312775
DZJE,Consumer Discretionary,21.207098
PYRC,Real Estate,115.922699
BVMZ,Telecommunication Services,-190.028748
BMQL,Energy,-92.944397
ZGIW,Energy,492.176575
UHLL,Industrials,-345.683716
ZFDI,Consumer Discretionary,438.363617
HXGJ,Health Care,-79.667168
CPKQ,Real Estate,7.847590
SREL,Energy,241.513596
MYYI,Consumer Discretionary,-169.607437
PFCW,Energy,200.414841
ZVNT,Health Care,-27.756889
VTSV,Energy,59.415722
KURM,Consumer Discretionary,478.685303
SBNP,Information Technology,361.047180
JIRO,Consumer Discretionary,428.971436
MVHD,Utilities,-165.842133
GFPR,Industrials,420.008453
SVPI,Industrials,488.960327
KVOQ,Financials,-433.629120
HTDP,Real Estate,-329.813568
FFKS,Consumer Discretionary,-240.730484
TFZR,Industrials,-491.690582
FQAS,Consumer Staples,272.899170
FDWM,Energy,24.382030
TTLS,Health Care,-148.036133
MBGD,Real Estate,476.805573
PVWF,Health Care,371.981995
XJQL,Consumer Discretionary,262.630798
ORZO,Industrials,92.141579
IJBU,Industrials,-289.904205
AHVZ,Telecommunication Services,200.109283
RSMQ,Real Estate,254.674301
LXGL,Information Technology,-258.294006
AXPV,Utilities,-276.616577
IUPT,Telecommunication Services,461.544067
DUDJ,Consumer Staples,218.658371
JPAK,Health Care,332.772125
YIDT,Health Care,290.604095
IMAO,Real Estate,-58.580402
TUXH,Telecommunication Services,-140.760010
XPJK,Industrials,8.885586
WYWP,Industrials,418.559387
XXJX,Health Care,-437.543793
SBGW,Consumer Discretionary,209.187378
IZXX,Consumer Discretionary,212.975586
IZRG,Industrials,-486.206268
OGAX,Information Technology,8.790948
EPRB,Consumer Staples,-117.180092
WGMO,Real Estate,109.414352
OTQG,Financials,-320.299927
DBBF,Telecommunication Services,457.709747
JSGN,Real Estate,328.008820
FASR,Health Care,330.605499
OUDE,Health Care,217.626755
EAJA,Energy,-398.719452
MKHZ,Energy,237.975647
GSHC,Health Care,-49.983826
SGCQ,Telecommunication Services,477.004333
ZSYJ,Energy,-256.270386
LNRE,Health Care,318.413727
SRPK,Industrials,404.015381
UHSD,Consumer Staples,-404.281555
QJWH,Consumer Staples,-154.844421
LZQP,Information Technology,205.687637
VVWQ,Real Estate,-40.197517
QCVZ,Real Estate,37.338573
NVWQ,Information Technology,-490.954346
TQOL,Consumer Staples,-39.193062
ACJE,Health Care,-301.058777
DYDJ,Energy,-154.086731
MYHL,Health Care,358.144348
PJUA,Consumer Discretionary,-268.357086
WKDA,Information Technology,71.158974
KTZU,Real Estate,-33.468674
LMDR,Health Care,-395.989990
QWAN,Information Technology,3.637898
LPAD,Industrials,469.089172
ISOF,Industrials,-191.458237
AQEV,Information Technology,437.097839
BZJT,Industrials,397.525055
KGGH,Industrials,-85.471725
BHMF,Information Technology,112.060577
FZYA,Information Technology,-92.105896
XSTR,Energy,-71.539230
ESUD,Real Estate,-9.960143
VILW,Telecommunication Services,-319.312103
WTBL,Health Care,-472.683380
ADMW,Information Technology,-379.232452
BFMN,Consumer Staples,338.239197
FNEV,Health Care,38.280403
BVOJ,Telecommunication Services,-120.530624
MWPJ,Financials,450.188019
VKKR,Energy,-404.025055
KBZZ,Real Estate,263.064362
JXYU,Industrials,-389.379395
OHAX,Telecommunication Services,-147.020416
FTXU,Consumer Staples,274.065002
REST,Real Estate,459.794128
NXDH,Consumer Discretionary,331.992676
PHHP,Real Estate,36.375378
VUSK,Industrials,-181.467422
AQSH,Energy,-305.613403
XUCJ,Financials,251.667496
PKHY,Utilities,-42.805565
HQAI,Health Care,-365.334198
TFUP,Real Estate,-123.929504
LBUA,Health Care,-431.999908
ZOBJ,Consumer Discretionary,433.174774
FENR,Information Technology,451.917664
MPWO,Consumer Discretionary,265.264282
THQW,Industrials,-185.686234
RUIO,Financials,220.078949
JUBG,Information Technology,-179.875183
TQVA,Information Technology,463.283051
DQRW,Consumer Discretionary,161.649643
NIQK,Consumer Staples,-426.949005
IALN,Real Estate,-105.395523
KMQI,Consumer Staples,300.182343
QWRH,Real Estate,359.344421
IYFL,Utilities,111.427353
PZTK,Real Estate,254.258743
TXON,Energy,-24.387676
XWPC,Utilities,21.578661
CHFT,Industrials,18.535845
UUMZ,Industrials,-295.064819
NPQS,Telecommunication Services,-128.401901
QVCD,Energy,-337.631897
QQUG,Health Care,21.189489
ZJHM,Industrials,-452.097351
YFXZ,Telecommunication Services,-335.329468
ZPJJ,Telecommunication Services,-327.299316
QXAK,Industrials,486.473328
TMGI,Utilities,248.109009
WDKB,Financials,-268.118317
RSEI,Financials,121.055878
QVXJ,Consumer Discretionary,105.232368
CRUU,Real Estate,-101.952637
RBIC,Financials,-27.879086
FEBB,Financials,194.520004
EEWD,Real Estate,422.842804
YZTS,Real Estate,-313.012146
RVBL,Consumer Staples,-368.253540
YXMH,Industrials,144.841339
NAVO,Financials,65.212074
DJTT,Health Care,6.202948
ATHS,Industrials,-94.414841
BFNP,Health Care,185.700729
ELAN,Real Estate,85.778984
JSUG,Real Estate,-490.971527
CHVL,Energy,-434.067291
OYMC,Health Care,-154.310410
MCWI,Consumer Staples,351.513428
QNHG,Utilities,126.295631
PZBY,Financials,-468.446503
BQFL,Consumer Staples,-470.413727
YPVW,Financials,119.916626
USDG,Telecommunication Services,-429.684387
JYFD,Telecommunication Services,-360.319336
FEAY,Health Care,-479.285400
EXCY,Consumer Staples,301.021088
FKAJ,Energy,269.177948
DGUN,Energy,198.983917
ZQGG,Consumer Discretionary,-107.731316
UYLF,Consumer Discretionary,-88.390518
VXAO,Real Estate,-206.073364
MGRQ,Health Care,-318.502655
FXYR,Health Care,-420.200623
PLSD,Industrials,-177.035156
EGJN,Telecommunication Services,-446.534424
KSBT,Real Estate,0.225715
CUQS,Consumer Staples,-369.835480
AENC,Consumer Staples,-18.659597
AYCN,Consumer Discretionary,-98.677422
BLNG,Consumer Staples,219.542282
RPZS,Telecommunication Services,186.694626
MSZO,Consumer Staples,81.600510
BKUS,Industrials,-335.114716
SSSO,Telecommunication Services,203.969208
XVGD,Health Care,257.386139
LGVA,Telecommunication Services,-357.687286
FYNZ,Real Estate,223.232178
WOSV,Energy,-421.101807
KLHW,Energy,-40.822231
KROP,Energy,-409.392120
RDOA,Industrials,65.708946
ELYB,Health Care,-382.119293
LYAT,Real Estate,389.095093
JXGF,Financials,18.034029
KNUO,Consumer Staples,191.185516
VVPN,Health Care,256.701416
GWKS,Energy,-36.811852
CIIK,Utilities,-79.125954
LISA,Health Care,-238.057709
OQGW,Real Estate,423.376678
OHER,Health Care,491.883789
TQTV,Consumer Staples,189.212067
XBAC,Consumer Staples,-121.752556
QVQH,Consumer Discretionary,-499.704987
IASS,Energy,-32.253548
OTFF,Telecommunication Services,253.867828
UUIJ,Utilities,487.728271
LLPO,Telecommunication Services,-336.277313
OPGD,Energy,444.895081
NHEZ,Consumer Discretionary,105.699852
IREP,Real Estate,451.474304
AERV,Telecommunication Services,289.716095
OTLD,Utilities,-16.100712
NHDH,Industrials,443.374298
SXSR,Real Estate,-345.379395
XELK,Consumer Staples,-253.842102
DWSR,Health Care,-349.342194
BMNU,Utilities,-8.176458
FOPA,Consumer Discretionary,-418.838196
YOKU,Financials,-301.657379
CDIP,Health Care,-45.789574
UMQP,Energy,229.698563
HABG,Industrials,-22.922453
VFXO,Information Technology,-112.749504
MCCO,Consumer Staples,-188.018768
RNYB,Telecommunication Services,-329.046112
ZZWL,Telecommunication Services,62.674854
VNWQ,Consumer Staples,-486.451447
GUHT,Real Estate,-288.926514
FRDY,Information Technology,363.080322
KZKG,Utilities,-380.873962
HOUB,Industrials,-123.924683
GNPJ,Utilities,-401.306915
NWIR,Real Estate,133.478195
HKVJ,Consumer Staples,246.329575
ANSQ,Consumer Discretionary,262.361694
YJJT,Telecommunication Services,319.985535
DHUF,Consumer Discretionary,245.947937
TDYK,Real Estate,-241.882813
SNBM,Energy,77.986511
IHXW,Utilities,105.818932
QNOT,Telecommunication Services,276.229034
EEVQ,Consumer Discretionary,145.405899
GQRX,Energy,-46.054138
LBBD,Information Technology,-25.695120
CGWR,Real Estate,37.092289
KRDD,Health Care,-474.802460
ZOLS,Real Estate,-314.851044
XVGZ,Consumer Staples,113.533249
OCWJ,Consumer Staples,-78.339699
WHWW,Consumer Staples,-15.007263
DZUZ,Industrials,-333.694794
OAIP,Energy,-374.283783
TIXP,Telecommunication Services,449.804535
LQCA,Utilities,-293.986481
LXUJ,Financials,-23.934263
BSDE,Utilities,-351.928436
HFXQ,Energy,292.252563
TXUF,Information Technology,-423.764679
GOSU,Utilities,-48.660725
FESB,Financials,-394.930328
WLWM,Consumer Discretionary,-216.502609
HKAK,Information Technology,-326.859619
XZNU,Industrials,-258.774506
ZTTW,Health Care,-457.174805
CUMV,Consumer Staples,-96.130806
FCTM,Consumer Discretionary,-495.968811
OSDY,Energy,97.509262
VYFY,Utilities,-377.430237
EWNR,Real Estate,211.755646
CJTQ,Financials,206.468460
VFUO,Energy,-331.249023
EBMB,Health Care,-72.338448
JROO,Real Estate,123.526718
CZVP,Real Estate,390.266022
ZQAF,Information Technology,-118.909149
JGOD,Information Technology,-185.072571
PLWO,Financials,46.124943
NQII,Financials,-28.800257
ZHFX,Industrials,232.936066
MDRH,Real Estate,-371.336884
FKXF,Energy,85.762535
HSQB,Consumer Discretionary,-61.041077
BICC,Real Estate,-302.307587
PDAY,Health Care,-247.367081
UCDM,Real Estate,391.182800
PDXB,Utilities,-475.489777
GJYV,Consumer Discretionary,343.532837
FJAA,Information Technology,-477.929932
QSER,Utilities,78.660515
TGRL,Information Technology,-378.178772
NDBR,Real Estate,-225.651962
KRLX,Financials,-380.323486
CIRD,Telecommunication Services,304.001465
RXHO,Consumer Discretionary,-268.671844
UCDE,Real Estate,434.236572
GKVK,Information Technology,398.377197
UJUO,Health Care,119.542923
SSMX,Consumer Discretionary,27.063845
DAAW,Telecommunication Services,-79.389450
XYEB,Industrials,285.451630
LIZO,Utilities,421.153229
TDEZ,Consumer Staples,356.981140
FHPE,Consumer Discretionary,-156.744614
WFGU,Consumer Staples,-233.634354
UIYM,Consumer Staples,241.614975
LDTI,Health Care,-422.673737
JSRZ,Financials,-63.214638
CZRK,Health Care,95.134132
FOIF,Real Estate,-303.371674
HXSG,Financials,255.585617
BQYG,Real Estate,226.373856
DWVD,Consumer Staples,-73.050140
YKHC,Industrials,119.115204
TOJO,Utilities,-74.332863
CVQZ,Financials,448.762085
TQDS,Real Estate,-407.244995
QIOK,Energy,-379.020569
SLFU,Real Estate,378.462494
AEXJ,Financials,-33.942719
DWIP,Health Care,332.819550
TARX,Health Care,-118.551041
PENA,Utilities,-214.933380
BOOP,Industrials,223.463882
RJWO,Consumer Staples,469.829590
VWHI,Industrials,486.520294
VFZV,Consumer Staples,-29.566942
CMZF,Financials,-383.404938
MRPA,Consumer Staples,-289.862396
BLRI,Utilities,-60.273293
DKHM,Consumer Discretionary,295.679962
DSAT,Real Estate,-226.639297
PORY,Telecommunication Services,-116.818230
WSOP,Telecommunication Services,124.100677
YVYU,Health Care,21.534960
GGDH,Information Technology,-317.166748
KSXH,Consumer Staples,312.628204
FAVP,Financials,50.509598
BNYE,Utilities,-322.937439
SGJR,Consumer Staples,180.653427
XFXA,Financials,371.753052
ROOZ,Health Care,-325.548645
NZGW,Utilities,142.557663
IXZQ,Real Estate,59.270607
XCKN,Real Estate,399.597321
PUOC,Energy,101.070374
ZCGC,Information Technology,149.920929
DCIC,Consumer Staples,376.456940
LNXO,Financials,-63.183170
DADY,Consumer Staples,-299.708527
VZFG,Utilities,-125.845146
OOPT,Real Estate,-326.909180
MOMQ,Consumer Discretionary,131.146637
QZNF,Financials,-110.284157
PJIV,Consumer Staples,223.204590
ZPBX,Industrials,276.882996
KROW,Consumer Discretionary,472.714203
LBWK,Industrials,420.222107
KLLA,Telecommunication Services,259.114044
FEIL,Consumer Staples,-72.829765
AUPY,Consumer Staples,-275.029816
NVPG,Energy,194.208984
XVCJ,Health Care,41.434338
LLEX,Information Technology,-1.067507
ZWEX,Real Estate,-293.430023
AHYU,Information Technology,477.977386
IWNB,Consumer Staples,-122.996399
VGIA,Consumer Staples,397.516296
SWUM,Industrials,-216.859375
TJAR,Consumer Staples,-271.316772
KLOT,Information Technology,-408.949341
DKWT,Utilities,-48.513260
IFHX,Utilities,-251.511032
SIGD,Utilities,408.367096
DVKJ,Industrials,151.728745
UTEP,Financials,-469.891724
BQTL,Telecommunication Services,424.351105
NMPB,Health Care,40.477280
GWHK,Consumer Discretionary,-127.316292
CXPH,Consumer Discretionary,-253.516098
HCRT,Industrials,457.376892
EEUI,Real Estate,-358.027313
NYFR,Consumer Staples,-20.486221
HBSQ,Consumer Discretionary,-337.973480
OBRP,Industrials,-61.825985
LQQI,Telecommunication Services,-132.332535
XWOY,Health Care,-173.436356
DSEL,Information Technology,-31.723320
CPUR,Financials,-56.124027
ARTT,Energy,375.213562
XXYC,Consumer Discretionary,363.978790
UTEJ,Utilities,-113.010468
BDNN,Energy,267.587158
MUPE,Consumer Staples,457.475647
YLNX,Energy,-234.857025
FPRN,Consumer Discretionary,-188.650040
VZTI,Utilities,-366.257874
BOFJ,Consumer Discretionary,-75.685387
IDGO,Information Technology,407.816772
VZOK,Industrials,-172.401627
HSDR,Telecommunication Services,302.793182
IDYU,Energy,-67.811607
LCTM,Health Care,440.732239
UXCU,Telecommunication Services,-394.398865
NFIL,Consumer Staples,307.081970
FTJA,Energy,-373.954346
KUOT,Information Technology,63.094425
RMIG,Health Care,367.689026
MNJH,Financials,-313.225586
WJHL,Real Estate,128.418442
VYTA,Industrials,27.259285
ZAWB,Industrials,408.193054
HGLP,Information Technology,-68.418808
IBLD,Industrials,245.315292
JCLP,Information Technology,367.991943
VWPZ,Information Technology,-484.964478
POAK,Real Estate,476.955841
RICR,Health Care,177.821899
NCKV,Health Care,472.602203
ZLFA,Health Care,-415.695831
SZRV,Health Care,481.162079
OCEN,Telecommunication Services,148.146423
XSWE,Industrials,306.431091
XNMS,Telecommunication Services,292.110962
SSEB,Information Technology,-262.394257
AMTK,Consumer Staples,82.528488
VKLZ,Telecommunication Services,265.851044
HWVG,Energy,176.965088
GPXZ,Financials,-201.040314
JTOG,Information Technology,443.238739
PNRE,Energy,249.265518
JEQQ,Health Care,-131.044525
LSLO,Financials,216.519424
KOOU,Health Care,395.579285
NUXV,Energy,-148.930542
YPZJ,Health Care,150.273056
ICAL,Financials,359.751465
HTTF,Financials,40.723564
HCFO,Consumer Discretionary,-143.443863
LLOH,Energy,-48.801689
YNCP,Energy,-137.184601
XCWK,Health Care,499.466553
MJLY,Utilities,227.121307
RZKD,Financials,-50.460587
XAQZ,Telecommunication Services,17.997375
UTUK,Energy,-124.033966
VJXW,Real Estate,344.436859
ISJV,Industrials,-328.243927
DHBB,Consumer Discretionary,-65.377487
WSFL,Utilities,465.754852
YTRY,Information Technology,133.986572
ZINE,Energy,-123.610245
YGMH,Energy,247.923309
LAOS,Energy,-355.932098
FOJY,Consumer Discretionary,202.090424
FJTN,Energy,437.162842
BDRD,Energy,-77.476273
MCSE,Energy,-12.527970
NTQA,Telecommunication Services,436.973145
THEC,Health Care,-226.540146
XHRP,Utilities,-24.125492
JNWM,Industrials,38.469620
ZBDD,Utilities,-381.957520
UPKP,Energy,-336.544617
XKNQ,Real Estate,75.807640
AGZH,Financials,-82.120209
EBED,Financials,448.953888
YULC,Financials,-333.303558
VLHH,Financials,294.238678
FTUV,Health Care,-373.578705
ILYC,Health Care,415.693970
EZNQ,Energy,-313.431549
BMIX,Health Care,251.166016
SQDV,Consumer Discretionary,411.975128
NLBP,Real Estate,-139.940674
VIWL,Industrials,143.574295
SVQK,Telecommunication Services,16.368176
EKVQ,Telecommunication Services,128.470901
SBVV,Telecommunication Services,-408.488190
XTQE,Utilities,475.944885
HTNM,Utilities,-366.911194
UYAA,Industrials,-491.920227
DHTF,Health Care,-455.427277
TIST,Industrials,-4.608722
TQUH,Utilities,486.974792
VYOR,Real Estate,15.108218
WCNS,Health Care,-243.017273
PJDI,Energy,-157.878021
ZCUK,Industrials,288.636902
ETTR,Utilities,1.021729
RKFC,Industrials,393.573730
JYIS,Industrials,-484.264557
PSKZ,Financials,14.834285
EPVT,Information Technology,-154.267899
GQUZ,Financials,-397.399414
LBZP,Information Technology,-46.296608
WKMP,Utilities,-470.541809
VXVX,Telecommunication Services,-270.250671
KQQE,Industrials,-389.685516
NNHM,Health Care,-121.993500
ZKYZ,Real Estate,-494.069946
WJHN,Health Care,126.546707
PWRZ,Consumer Staples,-410.905273
CWDL,Energy,-452.715179
XMCO,Consumer Discretionary,-215.997253
NDWF,Consumer Discretionary,458.711914
DQFI,Real Estate,-468.691620
GYEA,Telecommunication Services,44.313671
IFWA,Utilities,292.540802
VJCI,Utilities,-442.486694
SESM,Energy,447.499756
OZDJ,Energy,-436.463440
GEDN,Health Care,326.222443
CJBM,Industrials,271.133179
JWJX,Energy,-356.739807
CRPY,Real Estate,273.574738
MSDV,Real Estate,-248.084625
PNJP,Utilities,334.681244
PQVY,Industrials,99.916840
KYQC,Health Care,-314.785400
FOQE,Consumer Discretionary,-292.148102
QJAE,Information Technology,-105.284340
ZWBV,Industrials,-282.567261
CRIE,Real Estate,253.264664
VSCG,Consumer Staples,467.464844
QOBQ,Telecommunication Services,-29.127354
SCQL,Consumer Staples,-279.258636
MAGX,Consumer Staples,52.212959
EPSR,Health Care,-17.118137
IAJW,Energy,-89.426376
NHQN,Telecommunication Services,-307.407440
YRXK,Telecommunication Services,-374.266235
TGDK,Health Care,200.463425
FTPH,Health Care,-217.484421
QLBA,Information Technology,81.527695
MMOI,Utilities,-253.867981
DKVA,Consumer Discretionary,430.344543
ZWRI,Industrials,-155.974670
TIZJ,Real Estate,-290.691528
ULDF,Information Technology,-203.207916
BGXG,Financials,357.004272
QDBZ,Financials,-150.442001
XIVV,Health Care,43.001740
BNAF,Telecommunication Services,14.646749
WKGD,Telecommunication Services,-379.311005
LSNU,Health Care,475.512726
INXL,Telecommunication Services,-68.092346
ACGH,Telecommunication Services,367.076202
FIEY,Utilities,-320.664398
ILKY,Financials,182.344223
VFNF,Energy,213.128693
OMGZ,Real Estate,-26.919493
UQLE,Utilities,-286.995300
SKRB,Industrials,-15.625294
RMUG,Financials,409.807281
KYRQ,Telecommunication Services,-143.130829
ASCE,Utilities,-71.765923
XQWU,Industrials,276.693787
QXQL,Information Technology,365.050201
OLNY,Energy,289.969696
KNXL,Consumer Staples,222.947205
TKXT,Consumer Staples,-198.533432
EPXA,Information Technology,-118.131569
UKYN,Energy,474.131195
LCJV,Real Estate,-77.021698
SWSR,Utilities,22.630390
VXJY,Utilities,380.485870
NVWZ,Health Care,-211.306442
QBAP,Telecommunication Services,321.613159
ZEFB,Consumer Staples,-135.208099
VCWG,Information Technology,-387.606934
RCNA,Health Care,8.885952
NJRU,Real Estate,40.026215
HPTR,Telecommunication Services,-392.794220
ERGZ,Health Care,222.167267
TYMH,Financials,310.884766
VAAB,Financials,-330.123474
EVGD,Utilities,-254.298813
QKXI,Real Estate,49.990234
FLYE,Industrials,-394.992126
YTMV,Consumer Discretionary,215.489761
LLFN,Real Estate,-3.645375
WVQR,Consumer Discretionary,44.856167
WNSX,Energy,259.016296
QRMM,Industrials,-203.252426
BPJV,Utilities,238.908142
KZIT,Energy,-151.178070
LXID,Utilities,101.206154
FBOL,Real Estate,157.859283
OMFJ,Telecommunication Services,-157.398087
XNWK,Industrials,-449.657562
OUTE,Utilities,54.722801
JOIW,Health Care,-74.729790
OFMT,Utilities,-114.791252
RKES,Health Care,151.047333
KLGD,Utilities,-310.841461
CWRZ,Financials,264.020996
MUNU,Information Technology,-395.222565
ODBV,Consumer Staples,91.912903
FDRW,Health Care,-93.738121
KMVI,Consumer Discretionary,-109.918793
IJCZ,Industrials,-402.693115
USLN,Health Care,399.430328
PSFV,Telecommunication Services,-243.868958
PDJW,Energy,384.782959
GCHV,Real Estate,408.620575
FRPH,Information Technology,363.579681
BDFD,Financials,-479.516998
IOEU,Health Care,-269.078400
PHSX,Consumer Staples,470.749817
TBVH,Utilities,-210.032745
PJPD,Real Estate,484.745422
MEFN,Industrials,277.448212
MMPW,Telecommunication Services,-156.994720
CILG,Consumer Discretionary,-401.207245
TROL,Health Care,243.677963
KLTY,Financials,-187.694321
XIVR,Financials,488.290039
MQHO,Telecommunication Services,82.420822
ZCOZ,Real Estate,489.265106
NDDQ,Telecommunication Services,-321.650055
EVZV,Telecommunication Services,-488.601929
IWIM,Consumer Discretionary,173.022278
FKVG,Health Care,1.488571
VZAQ,Industrials,-197.179810
RPVL,Real Estate,-417.927673
VRPF,Consumer Discretionary,-100.391830
ZXQY,Utilities,-290.361206
FOJX,Financials,-108.179451
YOBU,Information Technology,271.295746
THJU,Real Estate,21.940794
HZNG,Consumer Discretionary,-103.927277
FASH,Real Estate,81.575912
TQRB,Industrials,282.766144
JJZW,Health Care,-65.111786
XGNR,Utilities,-157.262161
EWND,Information Technology,382.327454
KJMR,Consumer Discretionary,-453.429718
BZIW,Industrials,400.378754
PRKE,Real Estate,-208.472610
HUMC,Utilities,-277.423584
PFCO,Consumer Staples,-26.408979
WBJP,Consumer Staples,-126.246773
PBAA,Energy,-212.696518
OGWH,Utilities,-272.885101
STVX,Energy,171.857391
VHRG,Consumer Staples,151.252213
DKAI,Information Technology,396.103088
YWQD,Consumer Staples,105.763908
UHKT,Industrials,405.959778
YXNB,Consumer Staples,46.962769
CTGE,Information Technology,294.859192
APVQ,Real Estate,-154.095490
IZAV,Industrials,-257.689758
GMLN,Real Estate,132.297256
ODOG,Consumer Staples,463.137848
LNJG,Industrials,-327.021912
RYLY,Industrials,474.925751
TTRJ,Real Estate,51.579487
CZUT,Real Estate,453.893250
LPTD,Telecommunication Services,-424.507660
MKOM,Telecommunication Services,-437.469696
CEIZ,Health Care,-191.033600
