Symbol,Sector,PE_Ratio
PGKI,Energy,-122.215706
MUFT,Financials,-37.130466
UCAZ,Energy,499.436676
TGKK,Real Estate,302.527710
EMVS,Information Technology,-178.194733
PNUA,Telecommunication Services,-311.974915
OWRH,Consumer Staples,19.123631
MQAR,Real Estate,186.212402
MNSD,Telecommunication Services,100.351387
BURX,Health Care,-351.037109
UCOI,Telecommunication Services,-123.625107
UZWY,Consumer Discretionary,-248.427536
UFGU,Utilities,-195.435959
OCLY,Energy,-45.668873
BLRS,Telecommunication Services,-242.144379
GYTF,Energy,-387.477936
NMEP,Utilities,-253.104919
SYLA,Telecommunication Services,72.128242
LZDR,Industrials,-297.791199
DVBN,Consumer Staples,-28.574877
JZLD,Health Care,395.921021
DSSP,Information Technology,333.579590
TETK,Energy,-303.581360
WCZF,Health Care,-119.835716
JOXH,Financials,460.353210
BHKI,Financials,-323.093323
ZWAV,Financials,-461.436920
ONIS,Financials,-131.284134
TRXH,Real Estate,313.776855
IROY,Health Care,259.646423
FNFO,Utilities,335.186371
JTLQ,Consumer Discretionary,61.850124
DSBT,Telecommunication Services,145.473282
UGML,Consumer Discretionary,-380.121796
JMIW,Information Technology,440.564301
SLFD,Consumer Staples,428.369751
BGPI,Utilities,369.630371
INRA,Consumer Staples,255.308884
NYHI,Utilities,85.211525
WVTH,Utilities,9.585620
LYCP,Information Technology,-188.342026
GUXQ,Consumer Staples,136.903137
VEPY,Energy,137.675217
HJKC,Consumer Discretionary,371.146240
BGHF,Telecommunication Services,-331.608582
KZJD,Information Technology,-138.506393
HQIQ,Health Care,452.408691
OLKC,Information Technology,107.606674
LGGC,Industrials,-282.336426
KIYV,Consumer Staples,98.626762
RARL,Telecommunication Services,-144.771667
ZAEI,Consumer Discretionary,-332.428009
IIRY,Real Estate,-352.338379
SGRS,Consumer Discretionary,-143.678482
YHVI,Information Technology,-151.029846
UURP,Consumer Staples,-187.977753
MJVT,Financials,-306.333405
OUVY,Consumer Staples,426.982147
CLTY,Financials,-401.355530
XVUA,Consumer Staples,-68.529526
WROV,Information Technology,467.946808
YIWH,Health Care,86.764519
SWUI,Consumer Discretionary,-79.826988
DYIB,Health Care,-162.263290
HYDW,Industrials,184.709976
KANR,Real Estate,-360.158691
DJAU,Energy,-197.428848
IMWW,Utilities,-414.265198
XPFY,Industrials,-328.060730
PCQA,Energy,168.203979
TICS,Industrials,486.051971
FDZQ,Real Estate,59.527756
WQNZ,Information Technology,28.343027
XPVC,Industrials,-293.845947
GRYD,Industrials,471.493500
RBKM,Telecommunication Services,358.949585
XYUL,Telecommunication Services,-471.807159
POZF,Financials,471.936371
ZPBM,Financials,-235.456833
QLCZ,Consumer Staples,-58.335583
ZKFJ,Information Technology,66.609573
CPLZ,Information Technology,0.233283
DXTU,Information Technology,-315.551544
GRHF,Information Technology,4.397015
QLPW,Utilities,49.813011
EYPW,Consumer Staples,-429.401031
CJXB,Energy,-74.293465
JDIE,Financials,224.751282
JBQP,Health Care,-375.386475
FJVV,Telecommunication Services,-105.010162
RPID,Information Technology,133.104797
DJOA,Information Technology,341.922028
OWVA,Industrials,329.205261
QPSH,Consumer Discretionary,-394.537537
CXIU,Telecommunication Services,368.313873
JOCX,Real Estate,-468.339172
BUZG,Financials,-182.050781
AIAZ,Information Technology,-152.366104
VSTI,Industrials,-482.155304
QFBV,Consumer Staples,472.338989
WPBR,Telecommunication Services,499.610870
LKCP,Industrials,-296.785278
SWCR,Energy,-399.769989
WAAI,Industrials,318.163849
BTQD,Health Care,332.479401
KSMF,Real Estate,266.990540
LJZX,Real Estate,-337.204987
GPWQ,Consumer Discretionary,153.962494
YELU,Telecommunication Services,-60.156742
PSII,Real Estate,489.083679
EEZC,Consumer Staples,33.413769
EOPJ,Real Estate,-454.789734
NVVJ,Energy,51.049316
MRFZ,Energy,453.072815
GNLM,Health Care,486.255829
WIEC,Health Care,-220.606857
JNHS,Real Estate,-198.469894
HQMQ,Utilities,404.872284
ZNCM,Energy,-250.497147
YBKW,Health Care,440.281219
KUQZ,Telecommunication Services,417.637451
CWLK,Consumer Discretionary,108.302528
IITZ,Consumer Staples,-369.809784
GBIW,Consumer Staples,162.586594
DOUJ,Financials,415.677246
LBCC,Telecommunication Services,-125.090424
AEVU,Consumer Staples,-180.772095
SPFC,Consumer Staples,189.202820
NWYJ,Health Care,-389.620758
IHSE,Telecommunication Services,-4.869076
DSHT,Energy,-43.868740
LOWW,Telecommunication Services,350.716156
WGNN,Real Estate,-362.405731
YIRV,Consumer Staples,-352.177673
JUAK,Health Care,-341.490540
FCAF,Energy,496.618988
UWUA,Consumer Discretionary,-347.876190
VJYE,Telecommunication Services,-34.461868
UVKI,Industrials,446.934723
TFEK,Financials,4.309977
XTQB,Health Care,-112.782341
LXKB,Information Technology,-170.073425
QPSS,Real Estate,-328.404480
GGFW,Health Care,273.094086
BRLO,Health Care,-216.780731
GTCJ,Financials,207.270432
QADD,Consumer Discretionary,405.009583
GVVN,Information Technology,-228.182495
NMMJ,Energy,11.434004
SHJP,Energy,46.217140
QRSL,Industrials,-157.765900
XSNV,Real Estate,85.692680
ZTXD,Consumer Staples,375.211243
FUIH,Energy,-146.984161
NSKY,Utilities,-89.595413
RBUU,Information Technology,279.648254
JGDT,Real Estate,401.487671
LEUZ,Information Technology,-260.548279
VFSO,Real Estate,460.326599
IVZC,Information Technology,-75.979187
RQUM,Consumer Discretionary,16.544817
DXRG,Financials,-396.792572
DNRN,Health Care,324.694092
ZJZF,Industrials,-492.521637
JRHP,Energy,397.570374
UCUR,Energy,317.506287
LYPD,Industrials,-486.338684
YVFN,Energy,-75.018005
TVTS,Consumer Staples,-251.658310
EBGN,Utilities,79.385025
IQXJ,Financials,280.807587
HTKS,Industrials,-123.117035
FZTL,Utilities,-36.808952
KCYY,Financials,-263.030579
SKZW,Real Estate,-330.554077
GNKQ,Telecommunication Services,-229.373672
RFKD,Consumer Staples,-40.928738
MJBI,Consumer Staples,205.951050
KHVX,Financials,284.937805
NKQI,Utilities,8.249031
VMMT,Real Estate,-237.830414
MRQX,Consumer Staples,-300.560699
IZUM,Energy,-276.224640
YKLZ,Consumer Staples,334.110596
MWMP,Financials,-228.232941
YTYQ,Real Estate,433.180054
PAJQ,Telecommunication Services,273.586761
DHAA,Financials,136.231995
GTGK,Real Estate,35.761681
YFDD,Industrials,280.035980
ZGSP,Financials,189.102448
WWMF,Energy,336.793243
PSDD,Financials,274.948029
RRGA,Real Estate,-271.261536
WTHO,Industrials,36.756401
BECS,Health Care,378.880463
JTTU,Consumer Staples,-317.229706
JPVS,Real Estate,-133.896027
AFVK,Energy,-316.439392
LFLK,Industrials,-265.486023
QWOE,Real Estate,291.950836
VKCB,Telecommunication Services,-344.884949
TYOX,Utilities,-50.948639
ULOK,Financials,-222.508743
WRUO,Energy,-348.361511
ILQO,Information Technology,445.080139
BVXC,Energy,289.987457
DLUP,Financials,33.753502
TPMS,Industrials,469.618378
WSEC,Health Care,195.239685
GPOJ,Utilities,-102.165443
PXZT,Real Estate,-5.931425
ADAB,Utilities,86.784019
JJRD,Health Care,-415.027863
PJLV,Industrials,88.998535
SFEE,Health Care,202.659988
HZSQ,Energy,422.827545
JGYQ,Consumer Staples,-180.015259
ODQN,Energy,-365.908813
GPSS,Real Estate,-213.462875
GSYP,Consumer Staples,329.519501
ESTI,Health Care,349.939880
IJRC,Financials,226.227081
PBGM,Health Care,491.107239
KIBA,Telecommunication Services,-434.534576
RLDN,Real Estate,87.351509
HCVQ,Industrials,-63.574146
IXOM,Information Technology,161.302078
LOCI,Health Care,-133.253677
TJHT,Telecommunication Services,-239.926270
PZBN,Telecommunication Services,216.381241
LVAP,Consumer Discretionary,-22.654255
BYSL,Financials,-223.790375
GAJF,Consumer Staples,170.504166
PAYO,Consumer Discretionary,-342.464966
ANJV,Consumer Staples,445.207001
RMSG,Health Care,-219.664413
ISUM,Consumer Discretionary,-456.331604
BNTO,Consumer Discretionary,237.048309
YFUV,Consumer Discretionary,-139.409775
FQOI,Information Technology,198.801849
CNLK,Real Estate,8.061159
YRDI,Utilities,336.760406
NDFY,Information Technology,24.118290
AXLF,Utilities,-455.534912
GOXI,Real Estate,-415.751678
MAFT,Utilities,-484.636627
ZJFC,Real Estate,355.594574
JOYF,Industrials,-152.602158
XMDT,Consumer Discretionary,-172.868195
HWJF,Health Care,-432.118591
EBKC,Utilities,-333.506714
CYAF,Industrials,93.148354
CZES,Energy,-148.282089
PIUA,Information Technology,-73.054260
YUPN,Health Care,-29.929258
VPSW,Consumer Discretionary,491.724548
CDLR,Industrials,-155.270950
GXQR,Financials,170.697769
LNWL,Consumer Staples,-191.342911
ARBK,Information Technology,-234.287979
EWSK,Consumer Staples,-340.518646
CNOJ,Information Technology,432.709534
LZQP,Real Estate,441.634613
VNWO,Utilities,313.202179
ABMD,Consumer Discretionary,-295.115173
FYOQ,Consumer Discretionary,-438.156128
ACEA,Health Care,305.097565
BWIN,Energy,397.236938
LWZM,Energy,254.556961
TOPD,Utilities,177.510574
GTCK,Telecommunication Services,-219.431290
BZQJ,Real Estate,25.568316
IBEV,Energy,86.746544
LZEZ,Information Technology,-277.651917
UAPG,Health Care,492.741486
HAUR,Information Technology,414.778534
FXTD,Real Estate,-73.992798
PUBM,Financials,5.865627
GZLF,Energy,-376.540070
SRTO,Utilities,-187.856110
NJCL,Consumer Staples,367.010742
GCTP,Consumer Discretionary,-74.843285
ZXBD,Utilities,458.745270
AMOO,Consumer Discretionary,-305.195801
SZFK,Consumer Staples,64.921814
TTEX,Consumer Discretionary,-263.682861
OCFA,Financials,-270.681549
DPIW,Telecommunication Services,208.598740
WNTS,Real Estate,-131.253525
YRZY,Consumer Staples,-333.888458
OICD,Consumer Discretionary,-486.079620
RKOJ,Health Care,-171.272110
RQMT,Industrials,-176.939758
NOEV,Consumer Discretionary,-147.370468
KBHD,Utilities,-183.076477
FFMF,Telecommunication Services,415.829498
DKIG,Consumer Staples,-216.320541
PDUB,Information Technology,-478.445557
SWBH,Consumer Discretionary,-316.215332
FEHB,Consumer Staples,-263.290588
ZHRY,Health Care,-407.142273
JRAA,Energy,-238.836700
XETY,Energy,-243.445633
WRHR,Industrials,484.081482
JFMW,Health Care,-80.557541
JMPY,Information Technology,14.672964
BTDA,Utilities,-232.123047
IYXM,Industrials,449.034424
GDOC,Telecommunication Services,-208.125122
IYMI,Energy,267.489716
XLOH,Consumer Staples,192.009583
KNFF,Health Care,207.387985
XMQK,Consumer Staples,366.810181
AFHJ,Real Estate,-96.228706
NYGA,Financials,207.273483
SWQY,Energy,214.786896
UEZQ,Industrials,-75.984009
NEZE,Energy,46.237770
WPKY,Industrials,-196.489151
CQBW,Utilities,29.282145
LTDC,Industrials,262.424164
DPGR,Utilities,264.271088
QPIB,Utilities,24.637318
UOJR,Energy,424.331085
YZIA,Health Care,-461.314575
OEFT,Real Estate,-307.489014
CXHM,Information Technology,-462.104950
EMFG,Information Technology,-9.797235
LPRE,Industrials,377.245239
LUKP,Health Care,-138.458267
CKAE,Real Estate,-423.685272
VYXI,Real Estate,65.950317
PPOI,Consumer Staples,128.212585
ITYL,Telecommunication Services,-362.151703
XJPP,Energy,-422.577759
ZHWL,Information Technology,-287.466339
ENAI,Utilities,470.619141
UCUW,Information Technology,-259.948517
RXVL,Real Estate,188.388046
NRMS,Telecommunication Services,272.427673
UWYC,Real Estate,262.273712
BIYK,Financials,-444.634033
HHOF,Consumer Discretionary,53.128178
JOJS,Industrials,-459.322784
KTFQ,Health Care,345.391449
QSJU,Telecommunication Services,-14.399915
LIBH,Energy,-24.216345
GQGN,Real Estate,-262.046478
AECY,Consumer Staples,394.593689
HEVK,Utilities,132.844147
HCQT,Consumer Staples,-250.477036
AWOU,Health Care,433.899780
VLOL,Telecommunication Services,-494.907990
EEDL,Health Care,-175.970795
VXGT,Health Care,18.140903
TLMY,Real Estate,170.589890
KBAU,Real Estate,-173.768188
IYDA,Consumer Discretionary,122.190254
VASC,Energy,25.844967
EPVP,Utilities,38.230385
FWOJ,Telecommunication Services,294.014343
UKSF,Consumer Discretionary,-398.319214
GHTF,Industrials,-338.632385
HAHY,Industrials,248.341080
TGZG,Consumer Staples,-398.892883
YYVF,Utilities,31.580614
AEGY,Telecommunication Services,238.952667
LCAF,Utilities,-413.847961
UFEX,Energy,432.056305
TADN,Health Care,456.603577
CQTT,Information Technology,340.661499
GAYJ,Consumer Staples,-328.083282
VGIH,Telecommunication Services,485.563568
VNBY,Health Care,-286.423401
KTVG,Energy,-169.020813
BCWP,Utilities,155.785614
UIMY,Real Estate,-284.879608
UCIQ,Utilities,-4.481887
DYEL,Utilities,-425.698944
IINF,Consumer Staples,-430.099670
LLPE,Energy,-466.875854
UXDN,Health Care,-235.626846
LNWA,Real Estate,-179.770233
JNEM,Health Care,402.576599
KTMG,Energy,-74.829857
TAAK,Health Care,46.112461
MSYT,Consumer Staples,-180.715408
GWIQ,Information Technology,423.173492
JCXV,Industrials,-25.425489
LUGW,Financials,342.599121
ASHW,Energy,-47.421490
FDJC,Financials,-484.254028
MTRL,Information Technology,143.752808
SXUB,Real Estate,-238.153442
EZAP,Telecommunication Services,309.181641
ZYLJ,Utilities,-22.587938
TEAX,Financials,427.308136
YVRI,Information Technology,455.248413
GDMO,Health Care,401.695374
IWFF,Health Care,-76.351234
RDQZ,Energy,-482.994171
YBIU,Health Care,-353.763153
ZNPV,Consumer Discretionary,-132.068329
FNXF,Consumer Staples,-363.126190
SXKG,Health Care,87.119598
IROD,Health Care,3.983001
AZBW,Industrials,486.812531
UXMC,Consumer Staples,238.901367
SMNV,Utilities,-163.399612
DRGW,Financials,-46.599628
HJZU,Information Technology,-86.846184
IMBM,Health Care,430.071472
TZHO,Utilities,305.955505
AGQA,Utilities,-333.710999
CAVI,Consumer Staples,-197.493698
TTRM,Utilities,-379.437561
XXGS,Telecommunication Services,446.314850
NIHT,Industrials,-89.821190
PHKH,Real Estate,490.485840
RTNB,Energy,360.206970
OZZK,Telecommunication Services,-230.411514
IGQM,Industrials,-177.840637
SUZT,Consumer Staples,278.959595
JWUH,Telecommunication Services,-326.993164
SDSH,Health Care,-172.585617
OEIK,Energy,-370.085968
GBDG,Utilities,48.458084
HQLX,Consumer Discretionary,368.815918
RFKL,Consumer Discretionary,-428.583435
LYOP,Financials,-348.280090
QMPF,Telecommunication Services,125.930878
YXCH,Utilities,-487.101227
UVLO,Information Technology,296.557587
SFLP,Consumer Discretionary,162.552231
ALTF,Telecommunication Services,313.733612
MKCW,Health Care,-90.681450
FPHN,Financials,281.066864
PJOF,Real Estate,309.437653
LWAQ,Consumer Discretionary,-251.628281
APOB,Health Care,-190.795074
NJIP,Financials,-194.076447
DGEI,Consumer Discretionary,-120.878143
CCRX,Industrials,41.639484
DPXL,Utilities,-218.014526
JLGX,Industrials,-448.276459
HQUD,Information Technology,445.663696
EZCO,Information Technology,-400.422119
FDEA,Telecommunication Services,-490.652832
LEOZ,Industrials,100.784508
KSUR,Financials,-374.671417
DSSM,Real Estate,278.315765
JNZT,Industrials,266.851318
RNHB,Energy,-73.039734
XEOV,Energy,-428.584229
QUGK,Real Estate,275.572723
OESI,Industrials,-325.637787
KBSK,Health Care,-6.241737
VCFR,Consumer Staples,499.586731
FGHI,Industrials,-266.149902
XPDL,Telecommunication Services,114.843681
JVMN,Industrials,-188.800720
PABW,Utilities,157.784180
BRSZ,Telecommunication Services,126.222939
ENRD,Information Technology,389.871643
NPMU,Real Estate,-95.095825
HGPT,Information Technology,93.782310
JNHM,Energy,-221.874023
IIXQ,Utilities,280.530426
BDRB,Health Care,-182.912537
CIID,Industrials,407.593079
JIDS,Industrials,490.591736
JWYA,Information Technology,356.035156
VZKO,Telecommunication Services,-410.605194
NEWW,Consumer Staples,263.709961
DWHG,Energy,413.396423
AJMD,Industrials,73.669121
QIOE,Information Technology,-114.442215
COCZ,Industrials,442.762482
VFCM,Real Estate,390.656616
VXGP,Consumer Discretionary,-405.604279
YZXC,Energy,284.635345
PXYH,Utilities,-213.052917
MPRM,Real Estate,420.780792
ZASG,Health Care,-52.336040
WQAG,Telecommunication Services,312.426910
MIZV,Financials,-360.175323
XXDJ,Utilities,-211.964508
KBHG,Health Care,-464.911652
APUX,Consumer Discretionary,418.965729
AVYU,Health Care,30.629932
KXID,Industrials,192.309555
HSNP,Consumer Discretionary,110.284370
CUXQ,Utilities,-41.306587
FIWH,Utilities,323.823242
VGGI,Telecommunication Services,-351.824036
YVBF,Industrials,-25.313913
YQQB,Information Technology,-413.410736
GRXU,Information Technology,132.067932
SQTS,Health Care,163.422226
LGIN,Information Technology,-495.766113
YHMC,Industrials,327.145599
VPML,Energy,-141.583115
FFVK,Telecommunication Services,95.400772
VHMN,Consumer Staples,-480.417419
BSRB,Energy,161.525925
WLFN,Industrials,419.748291
TSVK,Information Technology,175.229340
ZMLW,Consumer Staples,-261.021667
ZEGW,Financials,434.495941
PQZM,Consumer Discretionary,-121.375870
VOJQ,Real Estate,310.398499
QPCB,Consumer Discretionary,210.599411
QZPK,Financials,196.222687
YCYA,Utilities,-112.256294
ZGAD,Telecommunication Services,451.592102
QPAJ,Utilities,232.811005
UFNI,Energy,-374.593170
LDHW,Industrials,347.753174
FMWD,Energy,422.900208
LEWG,Health Care,-442.723083
NSXT,Consumer Discretionary,-226.900482
NEMF,Industrials,31.636219
KOEJ,Consumer Discretionary,-456.819153
VURB,Information Technology,61.808556
XCIH,Consumer Discretionary,420.844208
GSKL,Utilities,203.081421
KJXS,Financials,-425.251495
FQWX,Consumer Staples,-485.946625
HSDN,Financials,-301.529968
HJRF,Consumer Discretionary,312.671173
IDAG,Consumer Staples,340.506195
FCOU,Energy,213.422623
PKAZ,Information Technology,316.469757
CNJW,Industrials,-481.393860
KGGY,Consumer Staples,-390.298187
HEQP,Utilities,-458.928253
NIIA,Information Technology,-127.581833
GXBS,Consumer Staples,-207.644394
JBKN,Financials,-403.748932
HTAZ,Information Technology,-267.561401
PVFN,Information Technology,459.190613
TDQE,Information Technology,126.223701
HWPP,Industrials,78.385941
XTHM,Telecommunication Services,-133.826202
LJPU,Consumer Staples,22.026825
WDWF,Utilities,-49.339092
WNKY,Information Technology,291.143066
HVVV,Financials,-187.633041
VRPC,Financials,92.227425
TIHH,Energy,429.604095
VVTH,Consumer Staples,59.360424
LVSE,Health Care,-434.298615
RDQU,Financials,425.335602
ZWWA,Energy,-357.038452
KOXR,Financials,306.784363
MXRS,Information Technology,-54.545822
KJYU,Consumer Discretionary,112.300880
SBFH,Utilities,334.068237
GPPU,Consumer Discretionary,327.567413
VSHW,Telecommunication Services,366.503784
CEPC,Telecommunication Services,421.478912
LEJJ,Utilities,231.525711
QSGV,Utilities,95.268410
SIKM,Real Estate,331.707886
NCKE,Utilities,261.631714
ZGXL,Financials,-247.144989
PLVL,Information Technology,316.026520
THWU,Utilities,209.460617
ORSW,Consumer Staples,-246.702408
HCSY,Health Care,-231.721603
MWYW,Energy,98.174995
YMYP,Financials,111.004181
UMJL,Consumer Staples,-166.658218
WYJZ,Information Technology,297.941223
QNNR,Energy,288.485077
ZWYT,Financials,407.847198
VNLO,Telecommunication Services,19.232826
QYCZ,Financials,-401.843201
XKXL,Industrials,-153.847748
PFDJ,Energy,-332.982025
PSJY,Financials,-163.770294
SNUN,Industrials,58.373089
DDAQ,Consumer Discretionary,-449.060028
GPWZ,Consumer Discretionary,-415.307373
IIMY,Consumer Discretionary,286.520782
TALZ,Financials,-272.382660
EXPP,Consumer Staples,262.825348
XPET,Information Technology,403.628265
RWJG,Telecommunication Services,-65.640800
PRWB,Telecommunication Services,-357.133850
QOEJ,Health Care,-255.315445
ZZXK,Energy,-257.311310
AJUK,Financials,170.517624
BACK,Real Estate,-37.046875
WMFK,Information Technology,-132.513290
MDTE,Information Technology,-482.442657
PMKY,Information Technology,-213.307877
OYKD,Consumer Staples,-300.188660
WJCF,Financials,-70.057129
OHSJ,Telecommunication Services,105.687737
UNIZ,Health Care,-48.192299
IIIL,Health Care,-89.180550
ENOS,Industrials,0.544939
IDKO,Real Estate,42.870876
AYDE,Real Estate,427.471954
RYPM,Real Estate,-257.050140
MSDG,Information Technology,-31.980804
NHZC,Energy,-315.222839
KNEY,Information Technology,315.854126
TEFW,Telecommunication Services,296.231262
YUOS,Energy,410.775116
CDIN,Financials,-153.380630
GVUP,Health Care,244.452286
KHYK,Information Technology,-69.564011
WSLV,Health Care,-26.744560
DBSF,Telecommunication Services,359.387390
RECX,Industrials,457.786224
MPQT,Real Estate,420.294708
AVCL,Energy,443.112000
FYXL,Utilities,-443.692688
ZRGX,Utilities,-339.781982
TLCS,Utilities,-495.075958
ZZMJ,Consumer Discretionary,96.506638
XSLG,Financials,-57.152103
VWTK,Real Estate,-378.771851
QTZX,Real Estate,-379.966614
JKST,Health Care,-329.963837
NDZP,Health Care,190.027710
BREL,Telecommunication Services,5.494308
VJMO,Consumer Staples,339.431671
MCEE,Telecommunication Services,-396.925262
WZNE,Telecommunication Services,78.987671
ILEV,Utilities,-24.094151
SSCT,Utilities,241.342606
MKJT,Real Estate,-150.238770
MDSZ,Information Technology,256.106415
FACO,Industrials,184.122406
XELW,Health Care,361.976929
PYVA,Industrials,162.158600
NZTM,Real Estate,9.864773
DYRO,Telecommunication Services,301.536377
CJJJ,Real Estate,384.018463
ZOGG,Financials,370.345093
KFJF,Telecommunication Services,420.149536
XEKW,Consumer Staples,-170.699539
EEBE,Consumer Staples,-402.557373
CJLX,Energy,-86.864922
NSDK,Health Care,-286.254059
RWSJ,Consumer Staples,-192.381729
QABX,Utilities,-378.089874
ASPQ,Consumer Discretionary,299.190918
PBII,Information Technology,-42.877773
WCPL,Utilities,-406.758911
MLQO,Utilities,185.518661
WZJY,Financials,-405.202332
IIFW,Industrials,497.126343
EFOJ,Utilities,-297.413361
LZNM,Health Care,-102.152534
YIQD,Financials,171.184509
BHOH,Consumer Staples,-135.511795
GFRO,Consumer Staples,184.333664
JIRI,Energy,318.706604
QZWU,Consumer Discretionary,-274.829132
IVIL,Industrials,311.952301
MNIG,Financials,100.914581
IGHV,Health Care,-124.302132
WQZE,Health Care,-65.234047
VQCT,Financials,326.772308
LTOY,Real Estate,-449.957092
CGCP,Telecommunication Services,-257.466797
QPYN,Consumer Staples,-233.903473
ACZZ,Information Technology,-315.702576
UVGF,Financials,6.668478
JZBD,Energy,93.134407
CYDN,Telecommunication Services,-177.747726
VIOQ,Industrials,-127.880035
ZEYN,Consumer Discretionary,-492.662292
DNCH,Health Care,147.645035
OBPL,Consumer Staples,-170.083527
BKUV,Information Technology,-213.847931
HYNE,Energy,230.958313
KQUZ,Energy,307.745056
VOTR,Utilities,-124.633781
VWSA,Consumer Staples,-434.555695
ESHJ,Health Care,-489.982544
DFOF,Consumer Discretionary,-406.586975
BRMB,Industrials,358.527588
PXZC,Health Care,-57.359020
DGHB,Health Care,-140.567245
EADK,Real Estate,-416.729736
HVZT,Energy,332.300323
KTCL,Consumer Discretionary,492.019897
GORD,Information Technology,-0.951018
VJIY,Real Estate,181.138306
BVOQ,Consumer Staples,-184.893768
QAXK,Energy,-52.706596
OXMO,Industrials,-489.778564
ONQH,Financials,219.184143
SZMM,Utilities,419.655701
ZTFA,Consumer Staples,427.993500
EPPE,Consumer Staples,-202.100891
XSAO,Telecommunication Services,-193.644791
GPDY,Utilities,188.340317
JDJP,Real Estate,-249.861328
TIPB,Financials,-375.375366
OSKG,Telecommunication Services,-133.704086
KUAD,Consumer Staples,-81.108002
UCYQ,Consumer Discretionary,21.697042
WXLC,Utilities,153.465469
TOLB,Financials,15.952085
AKXA,Telecommunication Services,-26.525436
VIJS,Information Technology,-120.293892
FQVQ,Telecommunication Services,-320.640961
DFFG,Telecommunication Services,-189.385178
TLZJ,Consumer Discretionary,-396.565491
YPJZ,Financials,-134.851379
ZDKH,Telecommunication Services,31.577868
JAOV,Consumer Staples,-140.405899
NGNO,Real Estate,-435.607330
KKTM,Telecommunication Services,-218.975098
CFJU,Consumer Staples,-155.358475
FIFV,Real Estate,-303.823151
NJNL,Information Technology,-330.436310
ALTA,Real Estate,-8.677084
KZVK,Health Care,396.471283
GSVF,Consumer Discretionary,-175.851959
NYYY,Telecommunication Services,-338.244141
ESOP,Telecommunication Services,-245.375534
QFAN,Telecommunication Services,133.811127
CTGR,Financials,-7.113651
LKWZ,Telecommunication Services,462.628754
KKNB,Real Estate,-309.894958
TDGM,Information Technology,-422.678986
HCEG,Telecommunication Services,345.635925
PDUX,Telecommunication Services,-275.594208
QBHV,Utilities,23.465986
SJDZ,Telecommunication Services,-388.782135
LYAR,Consumer Staples,-217.852509
VQGP,Consumer Discretionary,256.550934
AAPC,Real Estate,-48.725639
YJRL,Real Estate,-403.234100
IVEH,Health Care,-256.603516
MPLU,Health Care,-98.315590
ULOX,Consumer Discretionary,487.717102
DMJF,Consumer Discretionary,-406.554718
VJTM,Telecommunication Services,-234.135254
FIII,Telecommunication Services,329.111084
QUBU,Financials,-317.889862
HVRJ,Consumer Staples,282.669922
IIHA,Information Technology,98.100403
AIWZ,Health Care,116.566574
DSXG,Real Estate,458.099579
TYKA,Energy,287.912018
GNMQ,Energy,-205.557785
OVWS,Telecommunication Services,-339.717468
NXDU,Health Care,165.608292
JBWF,Consumer Staples,-351.019531
SFEL,Consumer Staples,-14.972411
RVSO,Energy,-216.005310
IMBW,Financials,-370.084167
DPJK,Energy,281.137268
QCTD,Real Estate,-430.215637
ZBXM,Utilities,-404.278168
SLIT,Financials,-183.601700
VQES,Real Estate,-55.816250
CQIH,Health Care,-461.565125
QAHX,Health Care,170.790100
NILF,Health Care,-81.641563
BUMG,Utilities,-26.013702
IRQO,Health Care,-326.704620
MBND,Consumer Staples,220.201477
VQVP,Energy,419.090729
FQZC,Telecommunication Services,185.093201
QWOW,Energy,-313.724274
ZLXQ,Industrials,-134.579025
KFTI,Utilities,258.242432
DRNV,Industrials,469.824524
XHAG,Industrials,155.120361
GBCT,Financials,133.395584
ZZCS,Industrials,-233.796143
WKBV,Consumer Staples,185.383621
ZSXP,Real Estate,260.795593
HKPP,Health Care,-113.530350
EHVP,Financials,454.857544
MJVR,Utilities,14.352855
SCGJ,Industrials,-371.058624
VDMW,Consumer Discretionary,341.268677
IYSI,Information Technology,-137.938568
ZGEU,Telecommunication Services,-347.720734
NKCK,Information Technology,409.624725
XZXB,Financials,-262.302246
CWSK,Information Technology,407.957520
RPDU,Industrials,-145.882019
GEOP,Consumer Staples,469.615143
LMXF,Consumer Discretionary,-459.729004
AJKO,Industrials,-28.238747
WOVC,Real Estate,348.637726
YEMD,Industrials,-20.557421
LOIM,Consumer Staples,-121.052979
SNFH,Industrials,-403.513092
EVBI,Industrials,-231.195099
IBRN,Industrials,-402.385468
BXXG,Industrials,-415.184662
REUP,Real Estate,-381.917419
LKAZ,Real Estate,247.167725
AFLA,Information Technology,-398.439392
PGRU,Telecommunication Services,-78.440720
ANIC,Consumer Staples,414.994965
FLRI,Industrials,-487.575409
BULC,Industrials,-433.465454
WELD,Real Estate,-290.544006
HRGN,Consumer Staples,-92.695213
IIAN,Industrials,220.844086
JSJL,Consumer Staples,-302.616333
QRSW,Utilities,138.623642
FSXT,Energy,-222.373856
ZQAP,Information Technology,317.806091
FGYO,Information Technology,-246.450760
SDJS,Industrials,82.215096
EWLX,Consumer Discretionary,-442.792908
MEUJ,Industrials,327.699890
DFRC,Energy,340.933929
OSZH,Health Care,-224.259964
OLHN,Utilities,301.120453
RDLD,Consumer Staples,437.170288
ZLKX,Utilities,-105.437088
FPPZ,Utilities,337.106201
BMBT,Information Technology,-290.931122
EVWW,Information Technology,245.268387
XGZS,Industrials,200.737869
RGPV,Industrials,340.507935
HFZX,Financials,469.205505
BIGD,Consumer Discretionary,484.451324
